#complex,groundtruth,sub-expression
3*(z&~((1*(a&b)-1*(a&~b)+2*~(a&b)-6*~(a|b)-6*~(a|~b)+4*~a)&y))+3*(y^((1*(a&b)-1*(a&~b)+2*~(a&b)-6*~(a|b)-6*~(a|~b)+4*~a)&z))+1*(y|~((1*(a&b)-1*(a&~b)+2*~(a&b)-6*~(a|b)-6*~(a|~b)+4*~a)^z))-1*~((1*(a&b)-1*(a&~b)+2*~(a&b)-6*~(a|b)-6*~(a|~b)+4*~a)|(y|z))-4*~(~(1*(a&b)-1*(a&~b)+2*~(a&b)-6*~(a|b)-6*~(a|~b)+4*~a)|(~y|z))-7*(~(1*(a&b)-1*(a&~b)+2*~(a&b)-6*~(a|b)-6*~(a|~b)+4*~a)&(y&z))-7*((1*(a&b)-1*(a&~b)+2*~(a&b)-6*~(a|b)-6*~(a|~b)+4*~a)&(~y&z))-1*((1*(a&b)-1*(a&~b)+2*~(a&b)-6*~(a|b)-6*~(a|~b)+4*~a)&(y&z)),3*(~a&(~y&z))+4*~(a|(~y|z)),(1*(a&b)-1*(a&~b)+2*~(a&b)-6*~(a|b)-6*~(a|~b)+4*~a)
5*(z^(~x|((3*(a&b)+1*(a&~b)-1*a-1*~(a^b)+1*~(a|b)+1*~(a|~b))|z)))-5*((x&~(3*(a&b)+1*(a&~b)-1*a-1*~(a^b)+1*~(a|b)+1*~(a|~b)))|((3*(a&b)+1*(a&~b)-1*a-1*~(a^b)+1*~(a|b)+1*~(a|~b))^z))-7*~(x|((3*(a&b)+1*(a&~b)-1*a-1*~(a^b)+1*~(a|b)+1*~(a|~b))|z))+5*~(~x|((3*(a&b)+1*(a&~b)-1*a-1*~(a^b)+1*~(a|b)+1*~(a|~b))|z))-2*~(~x|(~(3*(a&b)+1*(a&~b)-1*a-1*~(a^b)+1*~(a|b)+1*~(a|~b))|z))+5*(~x&(~(3*(a&b)+1*(a&~b)-1*a-1*~(a^b)+1*~(a|b)+1*~(a|~b))&z))-2*(~x&((3*(a&b)+1*(a&~b)-1*a-1*~(a^b)+1*~(a|b)+1*~(a|~b))&z))+3*(x&(~(3*(a&b)+1*(a&~b)-1*a-1*~(a^b)+1*~(a|b)+1*~(a|~b))&z)),-2*~(x^(b^z)),(3*(a&b)+1*(a&~b)-1*a-1*~(a^b)+1*~(a|b)+1*~(a|~b))
3*(y^(~(7*(a|b)-6*a-7*~(a|~b))|(y^z)))+5*(y^((7*(a|b)-6*a-7*~(a|~b))|(~y|z)))-7*(z|~((7*(a|b)-6*a-7*~(a|~b))^y))-1*((y&~z)^((7*(a|b)-6*a-7*~(a|~b))|(y^z)))-1*~((7*(a|b)-6*a-7*~(a|~b))|(y|z))-5*~((7*(a|b)-6*a-7*~(a|~b))|(~y|z))+7*~(~(7*(a|b)-6*a-7*~(a|~b))|(~y|z))+5*((7*(a|b)-6*a-7*~(a|~b))&(y&z)),-7*(~a&(y&z))+4*~(~a|(y|z)),(7*(a|b)-6*a-7*~(a|~b))
1*(z^~(~x|(~(12*(a&b)+16*(a&~b)-5*(a^b)-11*(a|b)+17*~(a|~b))&z)))-1*((12*(a&b)+16*(a&~b)-5*(a^b)-11*(a|b)+17*~(a|~b))^~(x&((12*(a&b)+16*(a&~b)-5*(a^b)-11*(a|b)+17*~(a|~b))^z)))-5*((12*(a&b)+16*(a&~b)-5*(a^b)-11*(a|b)+17*~(a|~b))^~(~x&((12*(a&b)+16*(a&~b)-5*(a^b)-11*(a|b)+17*~(a|~b))^z)))+5*~(x|(~(12*(a&b)+16*(a&~b)-5*(a^b)-11*(a|b)+17*~(a|~b))|z))+5*~(~x|((12*(a&b)+16*(a&~b)-5*(a^b)-11*(a|b)+17*~(a|~b))|z))+6*(~x&(~(12*(a&b)+16*(a&~b)-5*(a^b)-11*(a|b)+17*~(a|~b))&z))-1*(~x&((12*(a&b)+16*(a&~b)-5*(a^b)-11*(a|b)+17*~(a|~b))&z))+10*(x&(~(12*(a&b)+16*(a&~b)-5*(a^b)-11*(a|b)+17*~(a|~b))&z)),-12*~(x|(b|z))+6*(b^(~x|(b|z))),(12*(a&b)+16*(a&~b)-5*(a^b)-11*(a|b)+17*~(a|~b))
-1*(~((4*(a&b)+4*(a&~b)-3*(a|~b)+9*~(a|b)+6*~(a|~b)-6*~a)&y)&~((4*(a&b)+4*(a&~b)-3*(a|~b)+9*~(a|b)+6*~(a|~b)-6*~a)^(y^z)))-6*(z^((4*(a&b)+4*(a&~b)-3*(a|~b)+9*~(a|b)+6*~(a|~b)-6*~a)|~y))+10*~((4*(a&b)+4*(a&~b)-3*(a|~b)+9*~(a|b)+6*~(a|~b)-6*~a)|(y|z))+9*~(~(4*(a&b)+4*(a&~b)-3*(a|~b)+9*~(a|b)+6*~(a|~b)-6*~a)|(y|z))+9*~(~(4*(a&b)+4*(a&~b)-3*(a|~b)+9*~(a|b)+6*~(a|~b)-6*~a)|(~y|z))+3*(~(4*(a&b)+4*(a&~b)-3*(a|~b)+9*~(a|b)+6*~(a|~b)-6*~a)&(~y&z))+4*((4*(a&b)+4*(a&~b)-3*(a|~b)+9*~(a|b)+6*~(a|~b)-6*~a)&(~y&z))+3*((4*(a&b)+4*(a&~b)-3*(a|~b)+9*~(a|b)+6*~(a|~b)-6*~a)&(y&z)),-10*(~a&(y&z))+3*(a|(~y|z)),(4*(a&b)+4*(a&~b)-3*(a|~b)+9*~(a|b)+6*~(a|~b)-6*~a)
-2*~z+2*((x&(6*(a&b)-7*(a&~b)-5*b-7*~(a|b)+6*~(a|~b)+7*~b))^~(x^(~(6*(a&b)-7*(a&~b)-5*b-7*~(a|b)+6*~(a|~b)+7*~b)|z)))+1*(~x&((6*(a&b)-7*(a&~b)-5*b-7*~(a|b)+6*~(a|~b)+7*~b)|z))+2*~(x|((6*(a&b)-7*(a&~b)-5*b-7*~(a|b)+6*~(a|~b)+7*~b)|z))+5*~(x|(~(6*(a&b)-7*(a&~b)-5*b-7*~(a|b)+6*~(a|~b)+7*~b)|z))-1*(~x&(~(6*(a&b)-7*(a&~b)-5*b-7*~(a|b)+6*~(a|~b)+7*~b)&z))-1*(~x&((6*(a&b)-7*(a&~b)-5*b-7*~(a|b)+6*~(a|~b)+7*~b)&z))+4*(x&(~(6*(a&b)-7*(a&~b)-5*b-7*~(a|b)+6*~(a|~b)+7*~b)&z)),6*((x^b)&~(x^z)),(6*(a&b)-7*(a&~b)-5*b-7*~(a|b)+6*~(a|~b)+7*~b)
-7*(y^~((-4*(a&b)-2*(a&~b)-2*(a^b)+5*~(a&~a)-5*~(a|b)-3*~(a|~b))&~z))+1*(z^((-4*(a&b)-2*(a&~b)-2*(a^b)+5*~(a&~a)-5*~(a|b)-3*~(a|~b))|(y&z)))+7*(y^((-4*(a&b)-2*(a&~b)-2*(a^b)+5*~(a&~a)-5*~(a|b)-3*~(a|~b))&z))+7*~((-4*(a&b)-2*(a&~b)-2*(a^b)+5*~(a&~a)-5*~(a|b)-3*~(a|~b))|(y|z))-7*~((-4*(a&b)-2*(a&~b)-2*(a^b)+5*~(a&~a)-5*~(a|b)-3*~(a|~b))|(~y|z))-1*~(~(-4*(a&b)-2*(a&~b)-2*(a^b)+5*~(a&~a)-5*~(a|b)-3*~(a|~b))|(y|z))-1*~(~(-4*(a&b)-2*(a&~b)-2*(a^b)+5*~(a&~a)-5*~(a|b)-3*~(a|~b))|(~y|z))-7*(~(-4*(a&b)-2*(a&~b)-2*(a^b)+5*~(a&~a)-5*~(a|b)-3*~(a|~b))&(y&z)),-6*(~a&(~y&z)),(-4*(a&b)-2*(a&~b)-2*(a^b)+5*~(a&~a)-5*~(a|b)-3*~(a|~b))
-11*(x^z)+5*(~x&(~(-2*(a&b)-5*(a&~b)+3*(a|b)+2*~(a&b)-2*~(a|b)-4*~(a|~b))|z))-5*~(x|((-2*(a&b)-5*(a&~b)+3*(a|b)+2*~(a&b)-2*~(a|b)-4*~(a|~b))|z))-1*~(x|(~(-2*(a&b)-5*(a&~b)+3*(a|b)+2*~(a&b)-2*~(a|b)-4*~(a|~b))|z))+10*~(~x|((-2*(a&b)-5*(a&~b)+3*(a|b)+2*~(a&b)-2*~(a|b)-4*~(a|~b))|z))+10*~(~x|(~(-2*(a&b)-5*(a&~b)+3*(a|b)+2*~(a&b)-2*~(a|b)-4*~(a|~b))|z))+6*(~x&((-2*(a&b)-5*(a&~b)+3*(a|b)+2*~(a&b)-2*~(a|b)-4*~(a|~b))&z))-1*(x&((-2*(a&b)-5*(a&~b)+3*(a|b)+2*~(a&b)-2*~(a|b)-4*~(a|~b))&z)),-1*((x&b)|(x^(b^z)))-5*(~x&(~b&z)),(-2*(a&b)-5*(a&~b)+3*(a|b)+2*~(a&b)-2*~(a|b)-4*~(a|~b))
-3*(~((5*(a&b)+1*(a&~b)+7*b-11*~(a&~b)+11*~(a|b)+4*~(a|~b))&~y)&((5*(a&b)+1*(a&~b)+7*b-11*~(a&~b)+11*~(a|b)+4*~(a|~b))^(y^z)))+11*(((5*(a&b)+1*(a&~b)+7*b-11*~(a&~b)+11*~(a|b)+4*~(a|~b))^y)&((5*(a&b)+1*(a&~b)+7*b-11*~(a&~b)+11*~(a|b)+4*~(a|~b))^z))+1*(y|z)+2*~((5*(a&b)+1*(a&~b)+7*b-11*~(a&~b)+11*~(a|b)+4*~(a|~b))|(~y|z))-11*~(~(5*(a&b)+1*(a&~b)+7*b-11*~(a&~b)+11*~(a|b)+4*~(a|~b))|(y|z))-12*(~(5*(a&b)+1*(a&~b)+7*b-11*~(a&~b)+11*~(a|b)+4*~(a|~b))&(y&z))-1*((5*(a&b)+1*(a&~b)+7*b-11*~(a&~b)+11*~(a|b)+4*~(a|~b))&(~y&z))+2*((5*(a&b)+1*(a&~b)+7*b-11*~(a&~b)+11*~(a|b)+4*~(a|~b))&(y&z)),-2*(~a&(~y&z))+1*~(~a|(~y|z)),(5*(a&b)+1*(a&~b)+7*b-11*~(a&~b)+11*~(a|b)+4*~(a|~b))
4*(~(x^(-1*(a&b)-3*(a&~b)+1*(a^b)+2*~(a&~a)-2*~(a|b)-2*~(a|~b)))&~(x^z))+4*((-1*(a&b)-3*(a&~b)+1*(a^b)+2*~(a&~a)-2*~(a|b)-2*~(a|~b))|(x&z))-5*~(x|((-1*(a&b)-3*(a&~b)+1*(a^b)+2*~(a&~a)-2*~(a|b)-2*~(a|~b))|z))-4*~(x|(~(-1*(a&b)-3*(a&~b)+1*(a^b)+2*~(a&~a)-2*~(a|b)-2*~(a|~b))|z))-5*~(~x|(~(-1*(a&b)-3*(a&~b)+1*(a^b)+2*~(a&~a)-2*~(a|b)-2*~(a|~b))|z))-4*(~x&((-1*(a&b)-3*(a&~b)+1*(a^b)+2*~(a&~a)-2*~(a|b)-2*~(a|~b))&z))-5*(x&(~(-1*(a&b)-3*(a&~b)+1*(a^b)+2*~(a&~a)-2*~(a|b)-2*~(a|~b))&z))-8*(x&((-1*(a&b)-3*(a&~b)+1*(a^b)+2*~(a&~a)-2*~(a|b)-2*~(a|~b))&z)),-1*((x|~b)&~(x^(b^z))),(-1*(a&b)-3*(a&~b)+1*(a^b)+2*~(a&~a)-2*~(a|b)-2*~(a|~b))
5*(((1*(a&b)-13*(a&~b)+7*(a^b)+7*~(a&b)-7*~(a|b)-14*~(a|~b))|~y)&~((1*(a&b)-13*(a&~b)+7*(a^b)+7*~(a&b)-7*~(a|b)-14*~(a|~b))^(y^z)))+7*(~((1*(a&b)-13*(a&~b)+7*(a^b)+7*~(a&b)-7*~(a|b)-14*~(a|~b))|y)|~((1*(a&b)-13*(a&~b)+7*(a^b)+7*~(a&b)-7*~(a|b)-14*~(a|~b))^(y^z)))+1*(y^((1*(a&b)-13*(a&~b)+7*(a^b)+7*~(a&b)-7*~(a|b)-14*~(a|~b))&(y^z)))-12*~((1*(a&b)-13*(a&~b)+7*(a^b)+7*~(a&b)-7*~(a|b)-14*~(a|~b))|(y|z))-1*~((1*(a&b)-13*(a&~b)+7*(a^b)+7*~(a&b)-7*~(a|b)-14*~(a|~b))|(~y|z))-8*(~(1*(a&b)-13*(a&~b)+7*(a^b)+7*~(a&b)-7*~(a|b)-14*~(a|~b))&(y&z))-13*((1*(a&b)-13*(a&~b)+7*(a^b)+7*~(a&b)-7*~(a|b)-14*~(a|~b))&(~y&z))-1*((1*(a&b)-13*(a&~b)+7*(a^b)+7*~(a&b)-7*~(a|b)-14*~(a|~b))&(y&z)),12*~(~a|(~y|z))+7*(~a&(~y&z)),(1*(a&b)-13*(a&~b)+7*(a^b)+7*~(a&b)-7*~(a|b)-14*~(a|~b))
1*((x&(-1*(a&b)-3*(a&~b)+3*(a|b)-1*b-1*~(a|~b)))^(x^((-1*(a&b)-3*(a&~b)+3*(a|b)-1*b-1*~(a|~b))&z)))-11*(z&~(x&(-1*(a&b)-3*(a&~b)+3*(a|b)-1*b-1*~(a|~b))))-3*~(~x|((-1*(a&b)-3*(a&~b)+3*(a|b)-1*b-1*~(a|~b))|z))+2*~(~x|(~(-1*(a&b)-3*(a&~b)+3*(a|b)-1*b-1*~(a|~b))|z))+9*(~x&(~(-1*(a&b)-3*(a&~b)+3*(a|b)-1*b-1*~(a|~b))&z))+12*(~x&((-1*(a&b)-3*(a&~b)+3*(a|b)-1*b-1*~(a|~b))&z))+8*(x&(~(-1*(a&b)-3*(a&~b)+3*(a|b)-1*b-1*~(a|~b))&z))-1*(x&((-1*(a&b)-3*(a&~b)+3*(a|b)-1*b-1*~(a|~b))&z)),-2*(b^(x|(~b|z)))+2*((b&~z)|~(x|(~b&z))),(-1*(a&b)-3*(a&~b)+3*(a|b)-1*b-1*~(a|~b))
-2*(y^~(~(1*(a&b)-1*(a&~b)+2*~(a&~a)-2*~(a&~b))&(y|z)))-1*(z|((1*(a&b)-1*(a&~b)+2*~(a&~a)-2*~(a&~b))&y))+1*(((1*(a&b)-1*(a&~b)+2*~(a&~a)-2*~(a&~b))|~y)&~((1*(a&b)-1*(a&~b)+2*~(a&~a)-2*~(a&~b))^(y^z)))+1*~((1*(a&b)-1*(a&~b)+2*~(a&~a)-2*~(a&~b))|(y|z))+2*~((1*(a&b)-1*(a&~b)+2*~(a&~a)-2*~(a&~b))|(~y|z))+2*~(~(1*(a&b)-1*(a&~b)+2*~(a&~a)-2*~(a&~b))|(y|z))+1*(~(1*(a&b)-1*(a&~b)+2*~(a&~a)-2*~(a&~b))&(~y&z))+3*(~(1*(a&b)-1*(a&~b)+2*~(a&~a)-2*~(a&~b))&(y&z))+1*((1*(a&b)-1*(a&~b)+2*~(a&~a)-2*~(a&~b))&(y&z)),-2*(a&(~y&z)),(1*(a&b)-1*(a&~b)+2*~(a&~a)-2*~(a&~b))
5*((8*(a&b)+11*(a&~b)-11*~(a&~a)+4*~(a^b)+7*~(a|b)+12*~(a|~b))^(~x&((8*(a&b)+11*(a&~b)-11*~(a&~a)+4*~(a^b)+7*~(a|b)+12*~(a|~b))^z)))-11*(z^~(x&(~(8*(a&b)+11*(a&~b)-11*~(a&~a)+4*~(a^b)+7*~(a|b)+12*~(a|~b))&z)))+2*(~(x&(8*(a&b)+11*(a&~b)-11*~(a&~a)+4*~(a^b)+7*~(a|b)+12*~(a|~b)))&~((8*(a&b)+11*(a&~b)-11*~(a&~a)+4*~(a^b)+7*~(a|b)+12*~(a|~b))^z))+9*~(x|((8*(a&b)+11*(a&~b)-11*~(a&~a)+4*~(a^b)+7*~(a|b)+12*~(a|~b))|z))+11*~(x|(~(8*(a&b)+11*(a&~b)-11*~(a&~a)+4*~(a^b)+7*~(a|b)+12*~(a|~b))|z))+9*~(~x|((8*(a&b)+11*(a&~b)-11*~(a&~a)+4*~(a^b)+7*~(a|b)+12*~(a|~b))|z))+6*~(~x|(~(8*(a&b)+11*(a&~b)-11*~(a&~a)+4*~(a^b)+7*~(a|b)+12*~(a|~b))|z))-5*(~x&(~(8*(a&b)+11*(a&~b)-11*~(a&~a)+4*~(a^b)+7*~(a|b)+12*~(a|~b))&z))-7*(~x&((8*(a&b)+11*(a&~b)-11*~(a&~a)+4*~(a^b)+7*~(a|b)+12*~(a|~b))&z)),5*(x&(b&z))-11*(x&(~b&z)),(8*(a&b)+11*(a&~b)-11*~(a&~a)+4*~(a^b)+7*~(a|b)+12*~(a|~b))
4*~((-1*(a&b)+3*(a&~b)-2*a+4*~(a^b)-4*~(a|b))|y)-1*(~((-1*(a&b)+3*(a&~b)-2*a+4*~(a^b)-4*~(a|b))|y)|((-1*(a&b)+3*(a&~b)-2*a+4*~(a^b)-4*~(a|b))^(y^z)))+4*(-1*(a&b)+3*(a&~b)-2*a+4*~(a^b)-4*~(a|b))+1*~((-1*(a&b)+3*(a&~b)-2*a+4*~(a^b)-4*~(a|b))|(~y|z))-3*~(~(-1*(a&b)+3*(a&~b)-2*a+4*~(a^b)-4*~(a|b))|(y|z))-4*~(~(-1*(a&b)+3*(a&~b)-2*a+4*~(a^b)-4*~(a|b))|(~y|z))-3*(~(-1*(a&b)+3*(a&~b)-2*a+4*~(a^b)-4*~(a|b))&(~y&z))-4*((-1*(a&b)+3*(a&~b)-2*a+4*~(a^b)-4*~(a|b))&(~y&z))-3*((-1*(a&b)+3*(a&~b)-2*a+4*~(a^b)-4*~(a|b))&(y&z)),3*~(a|(y|z)),(-1*(a&b)+3*(a&~b)-2*a+4*~(a^b)-4*~(a|b))
-11*~(x&(~(4*(a&b)+3*(a&~b)-5*(a|b)+2*a+6*~(a|~b))|z))+11*~(x|((4*(a&b)+3*(a&~b)-5*(a|b)+2*a+6*~(a|~b))|z))+11*~(x|(~(4*(a&b)+3*(a&~b)-5*(a|b)+2*a+6*~(a|~b))|z))-7*~(~x|((4*(a&b)+3*(a&~b)-5*(a|b)+2*a+6*~(a|~b))|z))+22*~(~x|(~(4*(a&b)+3*(a&~b)-5*(a|b)+2*a+6*~(a|~b))|z))+4*(~x&(~(4*(a&b)+3*(a&~b)-5*(a|b)+2*a+6*~(a|~b))&z))+11*(~x&((4*(a&b)+3*(a&~b)-5*(a|b)+2*a+6*~(a|~b))&z))-7*(x&(~(4*(a&b)+3*(a&~b)-5*(a|b)+2*a+6*~(a|~b))&z))+11*(x&((4*(a&b)+3*(a&~b)-5*(a|b)+2*a+6*~(a|~b))&z)),-7*(b^(x|(b|z)))+11*(x&b),(4*(a&b)+3*(a&~b)-5*(a|b)+2*a+6*~(a|~b))
-3*(z^~((7*(a&b)+7*(a&~b)-6*(a|~b)+2*~(a|b)-4*~(a|~b)+4*~a)|(y&z)))+2*(((7*(a&b)+7*(a&~b)-6*(a|~b)+2*~(a|b)-4*~(a|~b)+4*~a)&~y)|~((7*(a&b)+7*(a&~b)-6*(a|~b)+2*~(a|b)-4*~(a|~b)+4*~a)^(y^z)))-5*~((7*(a&b)+7*(a&~b)-6*(a|~b)+2*~(a|b)-4*~(a|~b)+4*~a)^(y&z))-2*~(~(7*(a&b)+7*(a&~b)-6*(a|~b)+2*~(a|b)-4*~(a|~b)+4*~a)&(y^z))+8*~((7*(a&b)+7*(a&~b)-6*(a|~b)+2*~(a|b)-4*~(a|~b)+4*~a)|(y|z))+8*~((7*(a&b)+7*(a&~b)-6*(a|~b)+2*~(a|b)-4*~(a|~b)+4*~a)|(~y|z))+5*(~(7*(a&b)+7*(a&~b)-6*(a|~b)+2*~(a|b)-4*~(a|~b)+4*~a)&(~y&z))+3*((7*(a&b)+7*(a&~b)-6*(a|~b)+2*~(a|b)-4*~(a|~b)+4*~a)&(~y&z))+10*((7*(a&b)+7*(a&~b)-6*(a|~b)+2*~(a|b)-4*~(a|~b)+4*~a)&(y&z)),-3*(~a&(y&z)),(7*(a&b)+7*(a&~b)-6*(a|~b)+2*~(a|b)-4*~(a|~b)+4*~a)
-11*(~(x|(1*(a&b)-1*(a&~b)+1*(a^b)-1*~(a|b)-1*~(a|~b)+1*~a))|~(x^((1*(a&b)-1*(a&~b)+1*(a^b)-1*~(a|b)-1*~(a|~b)+1*~a)^z)))-7*(~x&(~(1*(a&b)-1*(a&~b)+1*(a^b)-1*~(a|b)-1*~(a|~b)+1*~a)|z))+5*(z^~(x&((1*(a&b)-1*(a&~b)+1*(a^b)-1*~(a|b)-1*~(a|~b)+1*~a)|z)))+13*~(x|((1*(a&b)-1*(a&~b)+1*(a^b)-1*~(a|b)-1*~(a|~b)+1*~a)|z))-5*~(x|(~(1*(a&b)-1*(a&~b)+1*(a^b)-1*~(a|b)-1*~(a|~b)+1*~a)|z))-5*~(~x|((1*(a&b)-1*(a&~b)+1*(a^b)-1*~(a|b)-1*~(a|~b)+1*~a)|z))+11*~(~x|(~(1*(a&b)-1*(a&~b)+1*(a^b)-1*~(a|b)-1*~(a|~b)+1*~a)|z))+23*(~x&(~(1*(a&b)-1*(a&~b)+1*(a^b)-1*~(a|b)-1*~(a|~b)+1*~a)&z))+6*(x&(~(1*(a&b)-1*(a&~b)+1*(a^b)-1*~(a|b)-1*~(a|~b)+1*~a)&z)),5*(z&~(x&~b))-23*(~x&(b&z)),(1*(a&b)-1*(a&~b)+1*(a^b)-1*~(a|b)-1*~(a|~b)+1*~a)
1*(~(-1*(a&b)+6*(a&~b)+2*a+7*~(a|b)-7*~b)|(~y&z))+1*(((-1*(a&b)+6*(a&~b)+2*a+7*~(a|b)-7*~b)&z)|(y&~z))-5*~((-1*(a&b)+6*(a&~b)+2*a+7*~(a|b)-7*~b)&(y|z))+4*~((-1*(a&b)+6*(a&~b)+2*a+7*~(a|b)-7*~b)|(y|z))+5*~(~(-1*(a&b)+6*(a&~b)+2*a+7*~(a|b)-7*~b)|(y|z))-1*~(~(-1*(a&b)+6*(a&~b)+2*a+7*~(a|b)-7*~b)|(~y|z))+4*(~(-1*(a&b)+6*(a&~b)+2*a+7*~(a|b)-7*~b)&(~y&z))+4*(~(-1*(a&b)+6*(a&~b)+2*a+7*~(a|b)-7*~b)&(y&z))-2*((-1*(a&b)+6*(a&~b)+2*a+7*~(a|b)-7*~b)&(~y&z)),-3*~(a|(~y|z))+1*(a&(y&z)),(-1*(a&b)+6*(a&~b)+2*a+7*~(a|b)-7*~b)
-1*((-3*(a&~b)+3*(a|~b)-2*~(a&~b)-1*~(a|b)+3*~(a|~b))^(x|(~(-3*(a&~b)+3*(a|~b)-2*~(a&~b)-1*~(a|b)+3*~(a|~b))&z)))+11*(~(x^(-3*(a&~b)+3*(a|~b)-2*~(a&~b)-1*~(a|b)+3*~(a|~b)))|~(x^z))+1*((-3*(a&~b)+3*(a|~b)-2*~(a&~b)-1*~(a|b)+3*~(a|~b))^(~x|((-3*(a&~b)+3*(a|~b)-2*~(a&~b)-1*~(a|b)+3*~(a|~b))|z)))-12*~(x|((-3*(a&~b)+3*(a|~b)-2*~(a&~b)-1*~(a|b)+3*~(a|~b))|z))+1*~(~x|((-3*(a&~b)+3*(a|~b)-2*~(a&~b)-1*~(a|b)+3*~(a|~b))|z))-11*~(~x|(~(-3*(a&~b)+3*(a|~b)-2*~(a&~b)-1*~(a|b)+3*~(a|~b))|z))-11*(~x&(~(-3*(a&~b)+3*(a|~b)-2*~(a&~b)-1*~(a|b)+3*~(a|~b))&z))-12*(x&(~(-3*(a&~b)+3*(a|~b)-2*~(a&~b)-1*~(a|b)+3*~(a|~b))&z))-12*(x&((-3*(a&~b)+3*(a|~b)-2*~(a&~b)-1*~(a|b)+3*~(a|~b))&z)),-1*(z&(x|b))+10*~(x|(~b|z)),(-3*(a&~b)+3*(a|~b)-2*~(a&~b)-1*~(a|b)+3*~(a|~b))
2*(((3*(a&b)+1*(a&~b)-2*~(a^b)+9*~(a|b)+7*~(a|~b)-7*~a)&y)^~((3*(a&b)+1*(a&~b)-2*~(a^b)+9*~(a|b)+7*~(a|~b)-7*~a)^(y&z)))+2*(y^~(~(3*(a&b)+1*(a&~b)-2*~(a^b)+9*~(a|b)+7*~(a|~b)-7*~a)&(y^z)))+1*~((3*(a&b)+1*(a&~b)-2*~(a^b)+9*~(a|b)+7*~(a|~b)-7*~a)^(y&z))-5*~((3*(a&b)+1*(a&~b)-2*~(a^b)+9*~(a|b)+7*~(a|~b)-7*~a)|(y|z))-2*~(~(3*(a&b)+1*(a&~b)-2*~(a^b)+9*~(a|b)+7*~(a|~b)-7*~a)|(y|z))-2*~(~(3*(a&b)+1*(a&~b)-2*~(a^b)+9*~(a|b)+7*~(a|~b)-7*~a)|(~y|z))+4*(~(3*(a&b)+1*(a&~b)-2*~(a^b)+9*~(a|b)+7*~(a|~b)-7*~a)&(~y&z))+5*((3*(a&b)+1*(a&~b)-2*~(a^b)+9*~(a|b)+7*~(a|~b)-7*~a)&(~y&z))+6*((3*(a&b)+1*(a&~b)-2*~(a^b)+9*~(a|b)+7*~(a|~b)-7*~a)&(y&z)),5*~(a|(~y|z))+7*(z&(a|~y)),(3*(a&b)+1*(a&~b)-2*~(a^b)+9*~(a|b)+7*~(a|~b)-7*~a)
-1*((x^(1*a-1*~(a&b)+1*~(a|b)+2*~(a|~b)))&(x^z))-11*(x&((1*a-1*~(a&b)+1*~(a|b)+2*~(a|~b))^z))-11*(~(x|~(1*a-1*~(a&b)+1*~(a|b)+2*~(a|~b)))|~(x^((1*a-1*~(a&b)+1*~(a|b)+2*~(a|~b))^z)))+18*~(x|((1*a-1*~(a&b)+1*~(a|b)+2*~(a|~b))|z))+18*~(x|(~(1*a-1*~(a&b)+1*~(a|b)+2*~(a|~b))|z))+1*~(~x|((1*a-1*~(a&b)+1*~(a|b)+2*~(a|~b))|z))+29*~(~x|(~(1*a-1*~(a&b)+1*~(a|b)+2*~(a|~b))|z))+12*(~x&((1*a-1*~(a&b)+1*~(a|b)+2*~(a|~b))&z))+22*(x&(~(1*a-1*~(a&b)+1*~(a|b)+2*~(a|~b))&z)),-7*(~x&(~b&z))+7*((x&b)^~(x^(b&z))),(1*a-1*~(a&b)+1*~(a|b)+2*~(a|~b))
2*~((-8*(a&b)-10*(a&~b)+11*~(a&~a)-2*~(a&~b)-9*~(a|b)-9*~(a|~b))&(~y&z))-1*(y&~((-8*(a&b)-10*(a&~b)+11*~(a&~a)-2*~(a&~b)-9*~(a|b)-9*~(a|~b))^z))+3*(y^~(~(-8*(a&b)-10*(a&~b)+11*~(a&~a)-2*~(a&~b)-9*~(a|b)-9*~(a|~b))&(y|z)))-5*~((-8*(a&b)-10*(a&~b)+11*~(a&~a)-2*~(a&~b)-9*~(a|b)-9*~(a|~b))|(y|z))-5*~(~(-8*(a&b)-10*(a&~b)+11*~(a&~a)-2*~(a&~b)-9*~(a|b)-9*~(a|~b))|(y|z))-2*~(~(-8*(a&b)-10*(a&~b)+11*~(a&~a)-2*~(a&~b)-9*~(a|b)-9*~(a|~b))|(~y|z))-2*(~(-8*(a&b)-10*(a&~b)+11*~(a&~a)-2*~(a&~b)-9*~(a|b)-9*~(a|~b))&(~y&z))-5*(~(-8*(a&b)-10*(a&~b)+11*~(a&~a)-2*~(a&~b)-9*~(a|b)-9*~(a|~b))&(y&z))-3*((-8*(a&b)-10*(a&~b)+11*~(a&~a)-2*~(a&~b)-9*~(a|b)-9*~(a|~b))&(~y&z)),1*(a&(y&z))+4*~(a|(~y|z)),(-8*(a&b)-10*(a&~b)+11*~(a&~a)-2*~(a&~b)-9*~(a|b)-9*~(a|~b))
